document,requirement,change,old_text,new_text,old_text_sha256,new_text_sha256
GR-110,R110-087,unchanged,"The practice shall identify the custodian, retention period or event-based trigger, access-review point, and authorized disposition for material whose retention or disclosure is controlled. Expiry or withdrawal of access shall trigger review of affected claims, views, and assessment limitations.","The practice shall identify the custodian, retention period or event-based trigger, access-review point, and authorized disposition for material whose retention or disclosure is controlled. Expiry or withdrawal of access shall trigger review of affected claims, views, and assessment limitations.",eec548391fea25a22c7572200b56453570ac6b4f50c87494a3d08d03b1e09f53,eec548391fea25a22c7572200b56453570ac6b4f50c87494a3d08d03b1e09f53
GR-110,R110-088,unchanged,"When interpretability depends on a vocabulary, method, software environment, codebook, or external resource, the package shall identify the relevant version and preservation or availability arrangement. A broken reference or obsolete tool shall be assessed for semantic loss rather than treated only as a display defect.","When interpretability depends on a vocabulary, method, software environment, codebook, or external resource, the package shall identify the relevant version and preservation or availability arrangement. A broken reference or obsolete tool shall be assessed for semantic loss rather than treated only as a display defect.",6924514ae535f857706727d262f446a72e61b4feafbeff80baf6f1c6f24f1fba,6924514ae535f857706727d262f446a72e61b4feafbeff80baf6f1c6f24f1fba
GR-110,R110-089,unchanged,"Before a transfer or migration, the responsible custodian shall identify the authorized source and destination, material and versions in scope, rights and restrictions to carry forward, transformation rules, expected losses, acceptance criteria, and responsibility if the operation fails.","Before a transfer or migration, the responsible custodian shall identify the authorized source and destination, material and versions in scope, rights and restrictions to carry forward, transformation rules, expected losses, acceptance criteria, and responsibility if the operation fails.",6be5db0a1135f8b07b4c04294b3742fe4576dd2bf8f886130e8949a6df0f34a9,6be5db0a1135f8b07b4c04294b3742fe4576dd2bf8f886130e8949a6df0f34a9
GR-110,R110-090,unchanged,"After a transfer or migration, the practice shall compare the resulting material against the declared acceptance criteria, including identity, attribution, versions, temporal distinctions, generative links, uncertainty, access restrictions, and known losses. A successful byte transfer shall not alone demonstrate preservation of meaning.","After a transfer or migration, the practice shall compare the resulting material against the declared acceptance criteria, including identity, attribution, versions, temporal distinctions, generative links, uncertainty, access restrictions, and known losses. A successful byte transfer shall not alone demonstrate preservation of meaning.",483ea7f3b59ea563be3dfd753261a678a4b0dfafb265dd494a732ca5e8a5b8b3,483ea7f3b59ea563be3dfd753261a678a4b0dfafb265dd494a732ca5e8a5b8b3
GR-110,R110-091,unchanged,"An interrupted or unsuccessful custody operation shall retain a record of completed and incomplete steps, authoritative copies, protection status, recovery actions, and unresolved loss. The practice shall not claim that destination custody is complete before acceptance is evidenced.","An interrupted or unsuccessful custody operation shall retain a record of completed and incomplete steps, authoritative copies, protection status, recovery actions, and unresolved loss. The practice shall not claim that destination custody is complete before acceptance is evidenced.",7177d470f8b2bf1dea748845bdab788e1de1c174365b7182b5aead254ad3ffee,7177d470f8b2bf1dea748845bdab788e1de1c174365b7182b5aead254ad3ffee
GR-110,R110-092,unchanged,"An authorized restriction or disposal shall identify the affected content and derived views, permitted evidence of execution, known copies or dependents, and limits of control. The practice shall review public statements and assessment claims that relied on material no longer available, without retaining prohibited information merely to document the action.","An authorized restriction or disposal shall identify the affected content and derived views, permitted evidence of execution, known copies or dependents, and limits of control. The practice shall review public statements and assessment claims that relied on material no longer available, without retaining prohibited information merely to document the action.",c1fbaf52632438d77881bdbc56658b80e0609e41cf890a575ff0f1661903274b,c1fbaf52632438d77881bdbc56658b80e0609e41cf890a575ff0f1661903274b
GR-110,R110-093,unchanged,"Each supplied view shall identify its audience and purpose, source package and version, generation or preparation method, material selection and transformations, and update status. A cached or exported view shall not imply that it reflects later corrections without evidence of refresh.","Each supplied view shall identify its audience and purpose, source package and version, generation or preparation method, material selection and transformations, and update status. A cached or exported view shall not imply that it reflects later corrections without evidence of refresh.",e1609fd872b89058d5a9a89fa02dd9a5472899e57c092f777ce9b1d3b9d2eb44,e1609fd872b89058d5a9a89fa02dd9a5472899e57c092f777ce9b1d3b9d2eb44
GR-110,R110-094,unchanged,"A view of a generative account shall distinguish the status of the asserted effect, the evidential basis for it, and the evaluation of its desirability. A visual edge, color, badge, or position shall not be the sole means of expressing a distinction necessary for interpretation.","A view of a generative account shall distinguish the status of the asserted effect, the evidential basis for it, and the evaluation of its desirability. A visual edge, color, badge, or position shall not be the sole means of expressing a distinction necessary for interpretation.",b6a37bf7dbff46e89e2225caa3210770153108c9b2ea197822266a4dfafbaafa,b6a37bf7dbff46e89e2225caa3210770153108c9b2ea197822266a4dfafbaafa
GR-110,R110-095,unchanged,"Navigation from a public or reduced view shall respect the access limits of linked evidence and metadata. Where a material link cannot be exposed, the view shall communicate the permitted limitation without suggesting that the source does not exist or that unrestricted inspection is available.","Navigation from a public or reduced view shall respect the access limits of linked evidence and metadata. Where a material link cannot be exposed, the view shall communicate the permitted limitation without suggesting that the source does not exist or that unrestricted inspection is available.",3ea803a6d1b535b2f2010930c8a17f11a27b2a28d8ba4618c79cbda255518edb,3ea803a6d1b535b2f2010930c8a17f11a27b2a28d8ba4618c79cbda255518edb
GR-110,R110-096,unchanged,"The practice shall assess whether intended users can identify a material claim and its source, distinguish assessment from institutional decision, find relevant uncertainty or alternatives, recognize revision and view limits, and locate the permitted challenge route. Assessment shall record tasks, users or representative role, observed barriers, assistance, and limits.","The practice shall assess whether intended users can identify a material claim and its source, distinguish assessment from institutional decision, find relevant uncertainty or alternatives, recognize revision and view limits, and locate the permitted challenge route. Assessment shall record tasks, users or representative role, observed barriers, assistance, and limits.",dd852d4eb22008156d40b3c607773f0022b9557f6020a775867387250c5c7920,dd852d4eb22008156d40b3c607773f0022b9557f6020a775867387250c5c7920
GR-110,R110-097,unchanged,"Where a presentation fails a material intended task, the practice shall provide an accessible alternative, correct the presentation, narrow the supported use, or report an unresolved limitation. Successful file rendering or text extraction shall not be reported as demonstrated user comprehension.","Where a presentation fails a material intended task, the practice shall provide an accessible alternative, correct the presentation, narrow the supported use, or report an unresolved limitation. Successful file rendering or text extraction shall not be reported as demonstrated user comprehension.",c0c0416af32567a9db0542fe2e3b4cd0c6dbffe776dbabe9b874bcc0b25a3cc9,c0c0416af32567a9db0542fe2e3b4cd0c6dbffe776dbabe9b874bcc0b25a3cc9
GR-110,R110-098,unchanged,"Before assessment, the assessor shall identify the package baseline, recording practice, purpose, period and environment, applicable requirements, incorporated GR-100 and GR-200 versions, protection limits, assessor competence and interests, and the methods in Annex B to be used. The declaration shall distinguish planned from completed assessment.","Before assessment, the assessor shall identify the package baseline, recording practice, purpose, period and environment, applicable requirements, incorporated GR-100 and GR-200 versions, protection limits, assessor competence and interests, and the methods in Annex B to be used. The declaration shall distinguish planned from completed assessment.",783c11a5b2686640e54ea694590101dbb8ebb4ef0d801ceb6e47fb078d7b828d,783c11a5b2686640e54ea694590101dbb8ebb4ef0d801ceb6e47fb078d7b828d
GR-110,R110-099,unchanged,"An unqualified claim for the declared GR-110 scope shall require evidence for all applicable package and practice obligations, including the full applicable GR-200 package dependency. A successful documentary subset or absence of reported failures shall not establish that unobserved practice was performed.","An unqualified claim for the declared GR-110 scope shall require evidence for all applicable package and practice obligations, including the full applicable GR-200 package dependency. A successful documentary subset or absence of reported failures shall not establish that unobserved practice was performed.",53560843ce4da04442c3dce04650d7ebf4022a40eef4729acb92b7322ef5a4a3,53560843ce4da04442c3dce04650d7ebf4022a40eef4729acb92b7322ef5a4a3
GR-110,R110-100,unchanged,"A package-only or otherwise partial assessment shall identify the exact assessed subset, methods and evidence, excluded practice claims, and dependency limitations. It shall not use an unqualified label suggesting that the complete recording practice or a reduced conformance profile was assessed.","A package-only or otherwise partial assessment shall identify the exact assessed subset, methods and evidence, excluded practice claims, and dependency limitations. It shall not use an unqualified label suggesting that the complete recording practice or a reduced conformance profile was assessed.",92cfcfc4706ff94916630625f06e9f767972225a0de337169bdd26d998903b1b,92cfcfc4706ff94916630625f06e9f767972225a0de337169bdd26d998903b1b
GR-110,R110-101,unchanged,"The assessor shall use requirement-level evidence and discriminating cases under Annex B. Where one identifier contains materially distinct obligations, component results shall be retained so that a fulfilled component does not conceal failure or non-assessment of another. A requirement shall be fulfilled only if every applicable component is fulfilled; any failed or unassessed applicable component shall prevent overall fulfillment of that requirement.","The assessor shall use requirement-level evidence and discriminating cases under Annex B. Where one identifier contains materially distinct obligations, component results shall be retained so that a fulfilled component does not conceal failure or non-assessment of another. A requirement shall be fulfilled only if every applicable component is fulfilled; any failed or unassessed applicable component shall prevent overall fulfillment of that requirement.",89966bddaa586f9a4f04d48dcf9ba368aad57cd78446614c9cd8dc0fc8c1411c,89966bddaa586f9a4f04d48dcf9ba368aad57cd78446614c9cd8dc0fc8c1411c
GR-110,R110-102,unchanged,Fulfillment shall require evidence of the stated obligation under its applicability condition. A missing required declaration shall be reported as not fulfilled; inability to examine whether a represented action occurred shall be reported as not assessed unless adequate permitted evidence supports a result. Non-applicability shall identify the absent trigger.,Fulfillment shall require evidence of the stated obligation under its applicability condition. A missing required declaration shall be reported as not fulfilled; inability to examine whether a represented action occurred shall be reported as not assessed unless adequate permitted evidence supports a result. Non-applicability shall identify the absent trigger.,17bf2f3870c5edf4522270bdbcce4f002208f065bdff0cf36dcfae7439605608,17bf2f3870c5edf4522270bdbcce4f002208f065bdff0cf36dcfae7439605608
GR-110,R110-103,unchanged,"Where assessment uses sampling, the report shall identify the population, selection method, covered risks, excluded cases, and limits on extension of the findings. Cases selected only because they already appear complete shall not support a general claim about an unexamined practice.","Where assessment uses sampling, the report shall identify the population, selection method, covered risks, excluded cases, and limits on extension of the findings. Cases selected only because they already appear complete shall not support a general claim about an unexamined practice.",d34cbaee748863f458a45e8ec4f20205c202bd5e95d5396ee14826b90e7ebef1,d34cbaee748863f458a45e8ec4f20205c202bd5e95d5396ee14826b90e7ebef1
GR-110,R110-104,unchanged,"A dependency mismatch, unavailable required evidence, or unresolved interpretation affecting the result shall be recorded with the affected requirements and claim consequence. The assessor shall not substitute a newer dependency silently or count an unsupported exception as fulfillment.","A dependency mismatch, unavailable required evidence, or unresolved interpretation affecting the result shall be recorded with the affected requirements and claim consequence. The assessor shall not substitute a newer dependency silently or count an unsupported exception as fulfillment.",8a969cae9be2b6bdc234f27f183577a3b71ccf26fc21b36e8395ac7b31a80926,8a969cae9be2b6bdc234f27f183577a3b71ccf26fc21b36e8395ac7b31a80926
GR-110,R110-105,unchanged,"A material change to purpose, claim set, generative account, category, protection, custody, presentation, or dependency shall trigger review of affected assessment results. The new report shall identify what was reassessed, what remains supported by prior evidence, and what can no longer be claimed.","A material change to purpose, claim set, generative account, category, protection, custody, presentation, or dependency shall trigger review of affected assessment results. The new report shall identify what was reassessed, what remains supported by prior evidence, and what can no longer be claimed.",407091d1a8fa0caf63135b24abb7f33bd0161f813278b4313e9e1fa4161920a2,407091d1a8fa0caf63135b24abb7f33bd0161f813278b4313e9e1fa4161920a2
GR-110,R110-106,unchanged,"The recording practice shall provide the semantic information in Table~\ref{tab:r110-semantic} when its stated trigger applies, by content in the package or a permitted reference to identified material. The schedule shall be implemented without treating its labels as mandatory serialization field names or ontology classes.","The recording practice shall provide the semantic information in Table~\ref{tab:r110-semantic} when its stated trigger applies, by content in the package or a permitted reference to identified material. The schedule shall be implemented without treating its labels as mandatory serialization field names or ontology classes.",11b554f7d09f4a440eaac34fda8950ca7567a58705e951a5d5c6310e26341771,11b554f7d09f4a440eaac34fda8950ca7567a58705e951a5d5c6310e26341771
GR-110,R110-107,unchanged,"For each scheduled information group, the package shall identify its applicable subject, version, source or responsible actor, temporal scope where relevant, access status, and relationship to the material claims it supports. Information shared across records may be referenced when the intended scope and target remain unambiguous.","For each scheduled information group, the package shall identify its applicable subject, version, source or responsible actor, temporal scope where relevant, access status, and relationship to the material claims it supports. Information shared across records may be referenced when the intended scope and target remain unambiguous.",6b1dcd2e8dd5a65fb81984580842ef0811a72a89a60b16736127b158ca943522,6b1dcd2e8dd5a65fb81984580842ef0811a72a89a60b16736127b158ca943522
GR-110,R110-108,unchanged,"An absent scheduled element shall be distinguished as not applicable with a trigger-based reason, unknown, not collected, lost, destroyed, restricted, or otherwise unavailable only where that status is supported and permitted. An unavailable contextual factual value, including historical capture time or source-production context, may be represented by such a typed declaration identifying the responsible or attributing role, known reason, and effect on interpretation or assessment. Package and record references and versions, purpose and scope, accountable recording role, and relationship locators needed to identify asserted claims, contributions, assessments, and revisions shall not be replaced by unknown values. Required reasoning, criteria, and results of the package's own assessment shall remain explicit. Fulfillment of a contextual declaration obligation shall not establish the unavailable fact or fulfillment of an examination or action that could not be performed.","An absent scheduled element shall be distinguished as not applicable with a trigger-based reason, unknown, not collected, lost, destroyed, restricted, or otherwise unavailable only where that status is supported and permitted. An unavailable contextual factual value, including historical capture time or source-production context, may be represented by such a typed declaration identifying the responsible or attributing role, known reason, and effect on interpretation or assessment. Package and record references and versions, purpose and scope, accountable recording role, and relationship locators needed to identify asserted claims, contributions, assessments, and revisions shall not be replaced by unknown values. Required reasoning, criteria, and results of the package's own assessment shall remain explicit. Fulfillment of a contextual declaration obligation shall not establish the unavailable fact or fulfillment of an examination or action that could not be performed.",21ef0036b64825e685138689c0b94f4245d46b8bd6dccfe6f2b063a93c9e9375,21ef0036b64825e685138689c0b94f4245d46b8bd6dccfe6f2b063a93c9e9375
GR-110,R110-109,unchanged,"The assessor shall maintain a register for every applicable requirement, including R110-106 through R110-111, with subject/version, trigger, method, evidence locator, assessor and competence, component results, overall result, limitations, and needed action. The register shall use the discriminating assessment families in Table~\ref{tab:r110-assessment} and identify any justified equivalent method.","The assessor shall maintain a register for every applicable requirement, including R110-106 through R110-111, with subject/version, trigger, method, evidence locator, assessor and competence, component results, overall result, limitations, and needed action. The register shall use the discriminating assessment families in Table~\ref{tab:r110-assessment} and identify any justified equivalent method.",b4a1bbdf1367552d3a53ca15d5c45c4595facbbdef58b40c7c3929446cf9afa6,b4a1bbdf1367552d3a53ca15d5c45c4595facbbdef58b40c7c3929446cf9afa6
GR-110,R110-110,unchanged,"An exercised assessment shall record initial conditions, input and output versions, relevant permissions, performed steps, expected discriminating outcome, observed result, interruptions, and limitations. A described fixture or expected outcome without execution shall be recorded as a planned test rather than observed fulfillment.","An exercised assessment shall record initial conditions, input and output versions, relevant permissions, performed steps, expected discriminating outcome, observed result, interruptions, and limitations. A described fixture or expected outcome without execution shall be recorded as a planned test rather than observed fulfillment.",642ecb90c79cf8acd1e965fe0e5008cca64b9ba7bb2cf02cd03347d715abc2ad,642ecb90c79cf8acd1e965fe0e5008cca64b9ba7bb2cf02cd03347d715abc2ad
GR-110,R110-111,unchanged,"The assessor shall state the requirement-level consequence of each material failed task, inconsistent record, unavailable evidence item, or unresolved dependency. A remedied result shall retain the earlier finding, corrective action, new evidence, and remaining limit; a favorable summary shall not conceal it.","The assessor shall state the requirement-level consequence of each material failed task, inconsistent record, unavailable evidence item, or unresolved dependency. A remedied result shall retain the earlier finding, corrective action, new evidence, and remaining limit; a favorable summary shall not conceal it.",0edd0040102585eac575a35f4569040cebfe51c90a58c8501b914738f28ac695,0edd0040102585eac575a35f4569040cebfe51c90a58c8501b914738f28ac695
GR-110,R110-112,added,,"When a return account asserts recirculation, the package shall distinguish the initial generation, conversion or transfer pathway, return pathway, and asserted effect on later generative conditions. For each stage and material connection it shall identify the claim, actuality or modality, supporting grounds and uncertainty. An unavailable link shall be marked unresolved with its assessment limit; it shall not be inferred solely from another stage. A proposed or completed transfer shall not by itself establish that returned value maintained or renewed generative capacity.",,507039a10183ac0f4ac7436372f365736772a87c1be13a59261daadea714c3df
GR-200,E200-001,unchanged,"The package shall declare its reference and version, responsible recording role, intended use, target and collection boundary, included claim set or selection rule, access scope, relevant descriptive regime, and the GR-200 draft version used. It shall identify exclusions and limits that materially affect interpretation.","The package shall declare its reference and version, responsible recording role, intended use, target and collection boundary, included claim set or selection rule, access scope, relevant descriptive regime, and the GR-200 draft version used. It shall identify exclusions and limits that materially affect interpretation.",ef1b878768eb3b9b5affcc144080d04164e8d98b829f6d457789932639707063,ef1b878768eb3b9b5affcc144080d04164e8d98b829f6d457789932639707063
GR-200,E200-002,unchanged,"The package shall associate every requirement with an assessment result and an evidence locator. A claim of conformity to this draft shall identify its package boundary and applicable requirement set, and shall disclose failures, unassessed requirements, and restrictions that prevent assessment. It shall not represent technical or recording conformity as proof of factual truth, evidential sufficiency, ethical acceptability, or legal validity.","The package shall associate every requirement with an assessment result and an evidence locator. A claim of conformity to this draft shall identify its package boundary and applicable requirement set, and shall disclose failures, unassessed requirements, and restrictions that prevent assessment. It shall not represent technical or recording conformity as proof of factual truth, evidential sufficiency, ethical acceptability, or legal validity.",cdf9da6b253f3e58b6e59378a872a8935cf9c6ccfe6690eed2ca5c2b69dae0af,cdf9da6b253f3e58b6e59378a872a8935cf9c6ccfe6690eed2ca5c2b69dae0af
GR-200,E200-003,unchanged,"Each included claim shall have a reference that distinguishes its content and version within the package, stated assertion content, an identifiable target or an explicit unresolved target description, and a link to its recording context. Different assertions or versions shall remain separately referenceable where their attribution, grounds, or disposition differ.","Each included claim shall have a reference that distinguishes its content and version within the package, stated assertion content, an identifiable target or an explicit unresolved target description, and a link to its recording context. Different assertions or versions shall remain separately referenceable where their attribution, grounds, or disposition differ.",d309afa557f269258cbd2c19600f00978259eea3319b7241a914ecdcc7c220bd,d309afa557f269258cbd2c19600f00978259eea3319b7241a914ecdcc7c220bd
GR-200,E200-004,unchanged,"Each claim shall identify its represented originating actor or source and the role responsible for entering it into the package. Where these differ, the attribution chain shall distinguish origin from transcription, quotation, translation, summary, or adoption. Unknown, pseudonymous, restricted, or disputed attribution shall be explicit.","Each claim shall identify its represented originating actor or source and the role responsible for entering it into the package. Where these differ, the attribution chain shall distinguish origin from transcription, quotation, translation, summary, or adoption. Unknown, pseudonymous, restricted, or disputed attribution shall be explicit.",e742af04c53bdf45656abf04a7f08c6962e8f0c03791e366df47ec77b57e3d71,e742af04c53bdf45656abf04a7f08c6962e8f0c03791e366df47ec77b57e3d71
GR-200,E200-005,unchanged,"Each claim shall state its epistemic mode and relevant perspective: for example observation report, testimony, inference, interpretation, retrospective reconstruction, hypothesis, simulation, or normative or institutional judgment. Combined modes shall identify the distinct contributions rather than present inferred content as directly observed. A claim about an occurrence or possibility shall distinguish its asserted actuality or modality from its epistemic basis; retrospective inference can concern an actual occurrence.","Each claim shall state its epistemic mode and relevant perspective: for example observation report, testimony, inference, interpretation, retrospective reconstruction, hypothesis, simulation, or normative or institutional judgment. Combined modes shall identify the distinct contributions rather than present inferred content as directly observed. A claim about an occurrence or possibility shall distinguish its asserted actuality or modality from its epistemic basis; retrospective inference can concern an actual occurrence.",c0e434a8746e907efb00d0592ca03bef3decc566202400e98a6e8d36b67319fc,c0e434a8746e907efb00d0592ca03bef3decc566202400e98a6e8d36b67319fc
GR-200,E200-006,unchanged,"Each claim shall identify its acquisition or reasoning method, material premises and assumptions, relevant method version when one is used, and known transformations from source material to assertion. Where this information is unavailable, the package shall state the limit and shall not claim reproducibility or direct observation on that basis.","Each claim shall identify its acquisition or reasoning method, material premises and assumptions, relevant method version when one is used, and known transformations from source material to assertion. Where this information is unavailable, the package shall state the limit and shall not claim reproducibility or direct observation on that basis.",fc77bbb3f5177bc07c2b35f0ee040f001715c79a25371f8ac7dd30bd86ad180b,fc77bbb3f5177bc07c2b35f0ee040f001715c79a25371f8ac7dd30bd86ad180b
GR-200,E200-007,unchanged,"Each claim shall state the boundary, scale or level of aggregation, contextual conditions, and temporal horizon relevant to its interpretation. It shall identify known omissions or selection conditions that materially limit generalization. A narrowed scope shall not be silently presented as a claim about a broader target.","Each claim shall state the boundary, scale or level of aggregation, contextual conditions, and temporal horizon relevant to its interpretation. It shall identify known omissions or selection conditions that materially limit generalization. A narrowed scope shall not be silently presented as a claim about a broader target.",b15198415c996c9cdd4b0a9a41312888eeb45e2310238d9bf4b386ed08491ec1,b15198415c996c9cdd4b0a9a41312888eeb45e2310238d9bf4b386ed08491ec1
GR-200,E200-008,unchanged,"Each claim shall distinguish target time from the times of observation or source acquisition, recording, and assessment where applicable. Time values shall carry their applicable meaning and known uncertainty or resolution. Unknown order shall remain distinguishable from asserted simultaneity and from recording order.","Each claim shall distinguish target time from the times of observation or source acquisition, recording, and assessment where applicable. Time values shall carry their applicable meaning and known uncertainty or resolution. Unknown order shall remain distinguishable from asserted simultaneity and from recording order.",8b58a4512d019a79658ddaed42a7cb25309ba3d4bcb0a2f00b5e33c56899d7fd,8b58a4512d019a79658ddaed42a7cb25309ba3d4bcb0a2f00b5e33c56899d7fd
GR-200,E200-009,unchanged,"A claim that reidentifies a target across appearances shall identify the identity criterion, the appearances linked, the responsible attribution, and the evidential basis or stipulation. A proposed split, merger, succession, or disputed match shall not silently merge record identity, target identity, and lineage.","A claim that reidentifies a target across appearances shall identify the identity criterion, the appearances linked, the responsible attribution, and the evidential basis or stipulation. A proposed split, merger, succession, or disputed match shall not silently merge record identity, target identity, and lineage.",65871d25929e89f99544f7b8d9a1a397b9b2c22cb5c4162bba22a60cc18703e1,65871d25929e89f99544f7b8d9a1a397b9b2c22cb5c4162bba22a60cc18703e1
GR-200,E200-010,unchanged,"For each material item invoked in support of, against, or to qualify a claim, the package shall identify the item or pattern, its relevant portion, source or acquisition path, and availability status. It shall distinguish original material, copies, derived representations, and generated material where those differences affect the claimed use.","For each material item invoked in support of, against, or to qualify a claim, the package shall identify the item or pattern, its relevant portion, source or acquisition path, and availability status. It shall distinguish original material, copies, derived representations, and generated material where those differences affect the claimed use.",df7bc78c8e3a58a1b7316f67406cdedac73e88b7598cd0ba5bdb45747df1f34b,df7bc78c8e3a58a1b7316f67406cdedac73e88b7598cd0ba5bdb45747df1f34b
GR-200,E200-011,unchanged,"Each assigned evidential role shall link the material to a specified claim and identify the assessor or attributing source, assessment time, role, and rationale addressing relevance, reliability limitations, and material alternative explanations. An item with no assessment shall be marked unassessed rather than silently represented as accepted support.","Each assigned evidential role shall link the material to a specified claim and identify the assessor or attributing source, assessment time, role, and rationale addressing relevance, reliability limitations, and material alternative explanations. An item with no assessment shall be marked unassessed rather than silently represented as accepted support.",6986abd81d4c2506a9e61db0d58a4a59a06893797b9a9ea93556606a018de513,6986abd81d4c2506a9e61db0d58a4a59a06893797b9a9ea93556606a018de513
GR-200,E200-012,unchanged,"Where multiple items are used together as evidence, the assessment shall identify known material derivation or dependence among them and the basis for any asserted independence. Repeated copies, summaries, or citations of one source shall not be presented as independent corroboration solely by their count.","Where multiple items are used together as evidence, the assessment shall identify known material derivation or dependence among them and the basis for any asserted independence. Repeated copies, summaries, or citations of one source shall not be presented as independent corroboration solely by their count.",aa2243b48f6ce55c86f6d10c7a21af4c5613a7ca15fb01430f48c5f8068f4f80,aa2243b48f6ce55c86f6d10c7a21af4c5613a7ca15fb01430f48c5f8068f4f80
GR-200,E200-013,unchanged,"A claim of absence or non-occurrence inferred from missing observations or records shall identify the expected observation or recording opportunity, coverage, detection or preservation limitations, and reasoning from the missing material to the claim. If those conditions are not established, the package shall preserve the weaker missingness statement and shall not treat it as established non-occurrence.","A claim of absence or non-occurrence inferred from missing observations or records shall identify the expected observation or recording opportunity, coverage, detection or preservation limitations, and reasoning from the missing material to the claim. If those conditions are not established, the package shall preserve the weaker missingness statement and shall not treat it as established non-occurrence.",5287c992849fd883c5e0d81263efb2ba306b92ea5bb31d73dfb1f1a8e664db59,5287c992849fd883c5e0d81263efb2ba306b92ea5bb31d73dfb1f1a8e664db59
GR-200,E200-014,unchanged,"Each claim assessment shall describe material uncertainty and its location, including relevant alternatives, assumptions, identification limits, measurement limits, temporal gaps, or boundary and model limitations. A numerical confidence quantity, if used, shall state what it measures, its method and assumptions, and the scope of its interpretation.","Each claim assessment shall describe material uncertainty and its location, including relevant alternatives, assumptions, identification limits, measurement limits, temporal gaps, or boundary and model limitations. A numerical confidence quantity, if used, shall state what it measures, its method and assumptions, and the scope of its interpretation.",84e1fc8f1d80cd550e46261a6afb5ccaf380f7dbe3d756bc4a8a321afc1828bd,84e1fc8f1d80cd550e46261a6afb5ccaf380f7dbe3d756bc4a8a321afc1828bd
GR-200,E200-015,unchanged,"The package shall record material competing claims or explanations known within its declared collection boundary, their attribution, their relationship to the target claim, and any recorded grounds for excluding or preferring them. If alternatives were not examined, this limitation shall be explicit; silence shall not be presented as evidence that no alternative exists.","The package shall record material competing claims or explanations known within its declared collection boundary, their attribution, their relationship to the target claim, and any recorded grounds for excluding or preferring them. If alternatives were not examined, this limitation shall be explicit; silence shall not be presented as evidence that no alternative exists.",29c461b2cdcb4ec02b32c4b8be1c1763935e8ce0caa60f5f5d119dac7fed598d,29c461b2cdcb4ec02b32c4b8be1c1763935e8ce0caa60f5f5d119dac7fed598d
GR-200,E200-016,unchanged,"Each assessment or determination shall identify its question, responsible assessor or decision role, criteria, material examined, result, date, limitations, and relationship to the assessed claim versions. Provenance/authenticity, factual warrant, institutional acceptance, normative evaluation, legal determination, and technical validation shall remain distinguishable assessment functions.","Each assessment or determination shall identify its question, responsible assessor or decision role, criteria, material examined, result, date, limitations, and relationship to the assessed claim versions. Provenance/authenticity, factual warrant, institutional acceptance, normative evaluation, legal determination, and technical validation shall remain distinguishable assessment functions.",e0c038e3fdc0439b18328a8e56bfbb8b5d26e324732c80898154a7e56c1865eb,e0c038e3fdc0439b18328a8e56bfbb8b5d26e324732c80898154a7e56c1865eb
GR-200,E200-017,unchanged,"A substantive revision shall link the prior and revised claim or assessment versions and record who revised it, when, why, and which content or scope changed. The reasons shall distinguish target change, evidence or assessment change, and descriptive-regime change, allowing combined reasons. Historical access shall preserve earlier meaning to the declared retention and protection extent; any unavailable earlier content shall have an explicit reconstruction limitation.","A substantive revision shall link the prior and revised claim or assessment versions and record who revised it, when, why, and which content or scope changed. The reasons shall distinguish target change, evidence or assessment change, and descriptive-regime change, allowing combined reasons. Historical access shall preserve earlier meaning to the declared retention and protection extent; any unavailable earlier content shall have an explicit reconstruction limitation.",cf3e88268e163c32da086eb85782de2f4fddae3167a6845d069c2fed25918b41,cf3e88268e163c32da086eb85782de2f4fddae3167a6845d069c2fed25918b41
GR-200,E200-018,unchanged,"A change of descriptive regime shall identify the prior and new definitions or methods, grounds for change, affected claim set, and any mapping or transformation used. It shall identify known non-comparability, lost distinctions, or unresolvable mappings; finer classifications shall not be reconstructed from insufficient earlier material as if evidenced.","A change of descriptive regime shall identify the prior and new definitions or methods, grounds for change, affected claim set, and any mapping or transformation used. It shall identify known non-comparability, lost distinctions, or unresolvable mappings; finer classifications shall not be reconstructed from insufficient earlier material as if evidenced.",0fa7c14d809acf86cd0232f3bcd8cef0e893a722f1220d9ae9e651487efd67e9,0fa7c14d809acf86cd0232f3bcd8cef0e893a722f1220d9ae9e651487efd67e9
GR-200,E200-019,unchanged,"For a revised claim with known dependent assessments, claims, or consequential uses within the package boundary, the package shall identify those dependencies and record whether each was reviewed, updated, left unchanged with reason, or remains pending or unreachable. It shall not claim that external recipients or institutions have corrected their actions without evidence of that correction.","For a revised claim with known dependent assessments, claims, or consequential uses within the package boundary, the package shall identify those dependencies and record whether each was reviewed, updated, left unchanged with reason, or remains pending or unreachable. It shall not claim that external recipients or institutions have corrected their actions without evidence of that correction.",e0d3a4a9ad1f1cb3991f2c37988121d059285accb08e52f9576be89d17f594c1,e0d3a4a9ad1f1cb3991f2c37988121d059285accb08e52f9576be89d17f594c1
